Client_ID;Nom_Client;Genre;Age;Region;Type_Pret;Revenu_Mensuel_CFA;Montant_Pret_CFA;Duree_Mois;Taux_Interet;Garantie;Date_Debut;Ratio_Remboursement;Paiements_Manques;Score_Credit;Statut_Pret
CLI01390;Bertrand Mathieu;Homme;26;Daloa;Commerce;448786;1708599;18;7,88;Oui;2023-05-28;0,7;2;657;En retard
CLI01391;Robert de Rodrigues;Homme;32;Korhogo;Transport;754036;1960216;12;12,89;Non;2024-08-22;1,02;0;774;SoldÇ
CLI01392;Dominique Da Silva;Femme;34;BouakÇ;Commerce;974484;2155119;18;19,71;Non;2025-06-04;0,68;3;688;En retard
CLI01393;êlise-CÇcile Grondin;Homme;25;Daloa;SantÇ;1115831;2937553;6;17,4;Oui;2022-08-14;1;0;850;SoldÇ
CLI01394;Camille Benoit;Femme;21;Korhogo;Immobilier;265035;2720916;36;20,43;Oui;2025-08-17;1,11;0;704;SoldÇ
CLI01395;Martine De Oliveira;Femme;49;Korhogo;SantÇ;831016;4080296;18;14,99;Non;2025-09-21;0,94;0;727;Actif
CLI01396;Alix de la Masson;Homme;35;San Pedro;Transport;437675;408189;18;13,19;Non;2024-07-09;1,07;0;747;SoldÇ
CLI01397;Robert Baron-Arnaud;Femme;49;San Pedro;SantÇ;400203;1241877;24;13,39;Non;2024-07-16;0,13;8;513;DÇfaut
CLI01398;ThÇodore de la Arnaud;Homme;46;BouakÇ;Education;846949;167022;24;20,83;Oui;2025-05-25;0,83;0;744;Actif
CLI01399;Christophe Verdier-Martins;Homme;34;San Pedro;Transport;278906;187483;24;14,45;Oui;2021-10-31;0,4;9;594;DÇfaut
CLI01400;GÇrard Blanc;Homme;40;San Pedro;Agriculture;662315;1960415;12;14,73;Non;2024-02-13;0,9;0;720;Actif
CLI01401;Patrick Vallet;Femme;63;BouakÇ;Agriculture;205326;3014277;6;6,34;Non;2021-12-17;0,46;4;568;En retard
CLI01402;Marguerite du Julien;Femme;34;Daloa;Immobilier;953139;4164669;6;24,14;Non;2023-03-22;0,79;0;775;Actif
CLI01403;êdouard Ferreira;Femme;60;Yamoussoukro;Education;335532;1135721;36;10,64;Oui;2024-04-28;0,9;0;769;Actif
CLI01404;LÇon-Alfred Lemaire;Femme;25;Yamoussoukro;SantÇ;117140;3800363;18;13,34;Oui;2025-11-09;0,33;11;482;DÇfaut
CLI01405;Thibaut Seguin-Caron;Femme;38;Daloa;Education;794619;4892070;18;18,97;Non;2025-06-22;1,09;0;770;SoldÇ
CLI01406;Marcel Leduc de la Lucas;Homme;58;Korhogo;Commerce;577062;2139594;24;16,27;Non;2022-12-15;1,08;0;706;SoldÇ
CLI01407;Yves Maillet;Femme;30;Abidjan;Transport;754559;732058;36;14,82;Non;2022-08-07;0,76;0;711;Actif
CLI01408;Christelle du Valette;Femme;33;Daloa;Commerce;659255;1250270;18;21,96;Oui;2021-08-01;0,16;9;633;DÇfaut
CLI01409;Roland du Maury;Femme;43;Yamoussoukro;Education;1091987;4763373;12;20,67;Non;2022-05-07;1,15;0;748;SoldÇ
CLI01410;RÇmy Barre Le Ledoux;Homme;62;Korhogo;Education;474673;1059673;18;19,67;Oui;2025-09-01;0,91;0;726;Actif
CLI01411;Susan Delorme;Femme;36;Abidjan;SantÇ;868547;3598308;6;10,96;Oui;2023-10-13;0,32;10;603;DÇfaut
CLI01412;Antoinette-Adrienne Samson;Femme;26;Yamoussoukro;Commerce;853076;3950195;12;13,93;Non;2025-12-11;0,52;2;728;En retard
CLI01413;Adäle ClÇment de la Diallo;Femme;50;Abidjan;Commerce;658707;1709104;36;14,07;Non;2022-11-27;0,28;8;607;DÇfaut
CLI01414;CÇcile Guichard;Homme;41;Daloa;Transport;1080554;3143903;12;11,31;Oui;2026-01-14;0,89;0;850;Actif
CLI01415;Eugäne Vincent du Marie;Femme;46;Korhogo;Education;453289;2789807;36;21,72;Non;2024-10-04;0,14;10;491;DÇfaut
CLI01416;Marc Meyer;Homme;53;Korhogo;Agriculture;197145;1156178;24;6,28;Oui;2023-03-28;0,17;8;585;DÇfaut
CLI01417;Franáoise du Gomes;Homme;26;San Pedro;Education;835639;3045412;18;6,62;Non;2025-04-21;0,48;1;735;En retard
CLI01418;Lucy Henry;Homme;54;BouakÇ;Commerce;953155;3371806;12;15,96;Non;2025-03-17;0,2;9;592;DÇfaut
CLI01419;êdouard Pereira;Femme;35;San Pedro;Commerce;581775;524075;36;5,48;Oui;2023-02-10;0,81;0;814;Actif
CLI01420;Noâl Paris;Homme;35;Korhogo;Immobilier;567935;1330359;12;15,01;Oui;2023-06-13;0,46;4;683;En retard
CLI01421;AimÇ Mathieu;Femme;22;BouakÇ;Education;950189;4663995;6;5,8;Oui;2023-12-11;0,75;0;769;Actif
CLI01422;Maryse Bonneau;Femme;21;BouakÇ;Agriculture;812706;726351;36;22,63;Non;2025-09-24;0,66;2;776;En retard
CLI01423;êmile-Jules Guillou;Homme;61;Yamoussoukro;Agriculture;670174;2278406;36;12,49;Non;2026-01-07;0,53;2;689;En retard
CLI01424;Adrien-Arthur Mace;Femme;37;BouakÇ;Agriculture;903409;1049650;18;14,03;Non;2022-10-20;0,59;5;646;En retard
CLI01425;FrÇdÇric Lefort;Homme;23;Korhogo;Immobilier;892545;945312;12;9;Oui;2023-06-16;0,73;3;678;En retard
CLI01426;Philippe de la Cousin;Femme;50;Korhogo;Commerce;194017;1977786;36;22,8;Oui;2024-01-21;1,03;0;620;SoldÇ
CLI01427;Anastasie Maillard;Femme;21;Daloa;Immobilier;533873;1567659;18;9,13;Non;2023-05-23;1,14;0;819;SoldÇ
CLI01428;Chantal Le Gall-Dumont;Femme;46;Korhogo;Commerce;426569;4174529;24;16,22;Oui;2021-07-31;0,41;9;476;DÇfaut
CLI01429;AndrÇ Brunel;Homme;22;Abidjan;Commerce;184916;144052;18;23,6;Oui;2025-01-29;0,43;12;468;DÇfaut
CLI01430;Roger Nicolas;Femme;34;Abidjan;Commerce;480106;3599770;18;6,52;Non;2023-07-28;0,56;1;680;En retard
CLI01431;Maurice Lacroix;Femme;30;San Pedro;Agriculture;630975;3882986;12;7,41;Oui;2021-09-05;0,8;0;736;Actif
CLI01432;LÇon Benard-Durand;Homme;28;Yamoussoukro;Commerce;260554;2019668;24;22,4;Non;2021-07-16;0,74;5;638;En retard
CLI01433;Jean-ThÇophile Courtois;Femme;25;San Pedro;Transport;401482;1857540;6;12,95;Non;2021-11-24;0,52;1;735;En retard
CLI01434;Dominique Breton;Femme;32;Daloa;Immobilier;107827;4888219;6;18,13;Non;2022-11-10;1,16;0;638;SoldÇ
CLI01435;Emmanuel Bourgeois;Femme;33;Daloa;Commerce;640536;254790;18;24,26;Oui;2026-04-05;0,31;13;494;DÇfaut
CLI01436;Monique de la Briand;Femme;56;San Pedro;Education;1104516;1992137;6;10,73;Non;2025-01-13;0,2;11;581;DÇfaut
CLI01437;Marianne Peltier;Homme;44;San Pedro;Agriculture;858614;4672324;36;7,91;Non;2024-08-26;0,91;0;729;Actif
CLI01438;Thierry Adam du RÇmy;Femme;44;Daloa;Education;1060385;2964513;18;7,95;Non;2025-09-20;0,84;0;840;Actif
CLI01439;Chantal Marin;Femme;44;San Pedro;Education;985364;775157;36;10,06;Non;2022-04-25;0,25;11;590;DÇfaut
CLI01440;Caroline Coulon;Homme;23;BouakÇ;SantÇ;800274;4297595;12;16,98;Oui;2022-07-18;0,69;2;726;En retard
CLI01441;Hortense Rolland;Femme;26;Yamoussoukro;Education;958656;988517;36;15,88;Oui;2023-12-16;0,67;5;712;En retard
CLI01442;Paulette-Henriette Laine;Homme;35;Korhogo;Transport;782335;4153539;6;11,51;Non;2024-12-18;1,02;0;783;SoldÇ
CLI01443;Laurence Lucas;Femme;35;Daloa;Agriculture;816382;3472539;6;9,52;Oui;2024-03-23;0,81;0;754;Actif
CLI01444;Christophe Muller;Homme;53;BouakÇ;Transport;306074;4204063;12;23,32;Non;2023-04-06;0,86;0;636;Actif
CLI01445;Arnaude Le Foucher;Femme;34;Daloa;Commerce;282558;1652279;6;5,32;Oui;2022-06-04;0,43;9;547;DÇfaut
CLI01446;AndrÇe Adam;Homme;37;Daloa;Education;1029169;1047849;24;23,9;Oui;2021-05-26;0,83;0;766;Actif
CLI01447;Claire-Olivie Cousin;Femme;42;Daloa;Education;893165;3195022;12;11,08;Non;2022-05-15;0,78;0;736;Actif
CLI01448;SÇbastien Tanguy;Homme;64;Korhogo;Commerce;1110400;314392;24;11,39;Non;2024-08-21;0,13;13;571;DÇfaut
CLI01449;Caroline de la Tessier;Femme;65;San Pedro;Immobilier;816215;4163005;6;12,6;Oui;2021-07-13;1,16;0;789;SoldÇ
CLI01450;Hortense Michaud;Homme;26;Abidjan;Immobilier;594619;838576;24;12,6;Non;2023-08-12;0,47;5;651;En retard
CLI01451;Manon Weber;Femme;56;Korhogo;Transport;1026232;1866597;36;13,21;Oui;2024-04-13;0,11;8;636;DÇfaut
CLI01452;SÇbastien-Denis Pages;Homme;53;Yamoussoukro;Education;460073;3935435;18;18,94;Oui;2025-12-04;0,53;5;674;En retard
CLI01453;Constance Mathieu;Homme;65;Yamoussoukro;Education;1163674;4169637;12;23,05;Oui;2022-10-20;0,42;8;624;DÇfaut
CLI01454;StÇphane Torres de la Besnard;Femme;48;Daloa;SantÇ;310004;1348524;6;8,98;Non;2023-09-07;0,63;1;801;En retard
CLI01455;RenÇe Chartier;Homme;45;BouakÇ;SantÇ;172011;2585680;12;9,47;Non;2025-12-01;1,05;0;713;SoldÇ
CLI01456;êdouard du Laporte;Femme;65;San Pedro;Transport;323457;901760;12;7,78;Oui;2023-05-11;0,91;0;652;Actif
CLI01457;Aurore Julien-Guichard;Femme;65;San Pedro;Transport;981719;222281;36;22,95;Oui;2024-04-11;0,51;5;726;En retard
CLI01458;Benoåt Benard;Homme;38;San Pedro;Education;994968;4724816;24;6,34;Non;2024-04-13;0,2;11;547;DÇfaut
CLI01459;LÇon Bertrand;Homme;29;Daloa;Education;333778;252243;12;6,73;Non;2023-10-17;0,31;9;602;DÇfaut
CLI01460;ThÇräse Guillon;Femme;56;Abidjan;Education;631564;4058745;6;24,42;Non;2022-08-25;0,82;0;749;Actif
CLI01461;CÇcile Guibert;Homme;35;Yamoussoukro;Commerce;504562;1286373;18;7,66;Oui;2023-02-21;0,87;0;732;Actif
CLI01462;CÇlina Coste;Homme;28;BouakÇ;Transport;1180088;2280426;36;15,61;Non;2025-10-23;0,43;8;586;DÇfaut
CLI01463;Jules Charrier;Homme;33;BouakÇ;SantÇ;1075642;4062065;24;9,28;Oui;2021-09-08;0,29;14;478;DÇfaut
CLI01464;Denise Lemonnier de la Alves;Homme;53;BouakÇ;SantÇ;384931;620375;24;15,27;Oui;2022-05-04;1,19;0;698;SoldÇ
CLI01465;Thierry Humbert de la ChrÇtien;Femme;61;Yamoussoukro;Transport;838587;1940306;18;13,13;Oui;2025-01-24;0,93;0;741;Actif
CLI01466;Jeanne-OcÇane Lebreton;Homme;33;San Pedro;Education;863668;3328068;24;17,13;Oui;2024-04-21;1,05;0;776;SoldÇ
CLI01467;Jeanne Le Thomas;Femme;62;Korhogo;Commerce;409850;2074511;36;15,43;Non;2021-10-23;0,65;1;767;En retard
CLI01468;Franáoise de Moulin;Femme;25;Yamoussoukro;Education;257927;1271077;6;12,39;Non;2022-10-21;0,53;4;648;En retard
CLI01469;Alex Lebon;Femme;40;San Pedro;Immobilier;1065476;4340269;24;12,72;Oui;2022-11-07;1,06;0;715;SoldÇ
CLI01470;Luce Ribeiro;Homme;65;Daloa;Immobilier;1106924;2922343;36;15,34;Non;2023-04-19;0,79;0;799;Actif
CLI01471;Franck Fouquet;Femme;39;Yamoussoukro;Immobilier;1156925;1961279;18;23,54;Oui;2023-11-07;0,46;2;803;En retard
CLI01472;Michäle Faivre;Homme;42;Daloa;Immobilier;1165636;3502241;18;10,28;Oui;2023-02-10;0,57;2;717;En retard
CLI01473;FrÇdÇrique Maury;Homme;64;Abidjan;SantÇ;838093;4603134;36;11,42;Oui;2023-06-30;0,98;0;732;Actif
CLI01474;Adäle Benoit de Chevalier;Femme;61;Daloa;Transport;598053;1775820;36;20,8;Oui;2023-07-14;1,01;0;742;SoldÇ
CLI01475;Christophe Moreau-Simon;Femme;36;Yamoussoukro;Education;901308;4112966;18;23,65;Oui;2025-08-13;0,6;3;657;En retard
CLI01476;Caroline Pascal;Homme;37;San Pedro;Transport;340947;3208831;36;24,68;Non;2026-04-24;0,1;9;547;DÇfaut
CLI01477;Roger Le Bousquet;Femme;53;San Pedro;Transport;961838;1720926;18;6,02;Oui;2021-07-11;0,57;4;694;En retard
CLI01478;Sabine Allain-Vincent;Femme;41;Abidjan;Commerce;330493;1222118;12;7,46;Oui;2025-02-01;0,94;0;737;Actif
CLI01479;Antoine Klein;Femme;27;Abidjan;SantÇ;642905;1118894;6;23,51;Oui;2022-09-22;0,86;0;717;Actif
CLI01480;Julie Brunet-Parent;Homme;21;BouakÇ;Education;313689;2882043;36;19,39;Oui;2021-10-15;0,41;9;505;DÇfaut
CLI01481;OcÇane Paris-Foucher;Femme;56;San Pedro;Agriculture;821451;2032750;12;5,46;Oui;2025-04-26;0,74;2;750;En retard
CLI01482;Marianne-Valentine Moulin;Homme;31;Abidjan;Agriculture;271213;4841910;36;24,57;Oui;2022-09-26;0,4;13;403;DÇfaut
CLI01483;ThÇophile Barbe;Femme;35;Abidjan;Commerce;587562;3904620;36;8,31;Non;2023-09-27;0,29;9;608;DÇfaut
CLI01484;Anaãs Nicolas-Millet;Homme;63;BouakÇ;Agriculture;726959;3700665;36;22,22;Non;2021-08-03;1,03;0;719;SoldÇ
CLI01485;Isabelle Fournier;Homme;26;Abidjan;Education;936759;3775658;24;8,01;Non;2023-05-19;1,08;0;764;SoldÇ
CLI01486;Nathalie Cousin du Lejeune;Femme;34;San Pedro;Education;1110791;3712888;36;11,85;Non;2025-03-06;0,12;14;531;DÇfaut
CLI01487;PÇnÇlope Marchal;Homme;44;San Pedro;Agriculture;383071;698917;36;21,74;Oui;2024-10-19;0,85;0;674;Actif
CLI01488;Lucie Vaillant;Homme;41;Korhogo;Transport;820851;3448244;18;9,98;Non;2021-07-29;0,42;9;497;DÇfaut
CLI01489;Josette Voisin;Homme;64;Yamoussoukro;Transport;591857;592700;24;19,26;Non;2026-02-11;0,12;15;392;DÇfaut
CLI01490;Agnäs Peltier;Homme;52;Yamoussoukro;Immobilier;994970;3785678;24;6,79;Non;2023-01-31;0,38;9;632;DÇfaut
CLI01491;Monique Fernandes-Franáois;Femme;31;Abidjan;Transport;433457;1888252;36;17,9;Oui;2025-04-08;0,76;0;702;Actif
CLI01492;Thierry Lagarde;Femme;24;Yamoussoukro;Commerce;559367;804744;12;6,85;Oui;2021-12-15;0,86;0;850;Actif
CLI01493;Noâl-Gilbert Lacroix;Femme;49;San Pedro;Immobilier;392537;2509144;12;22,17;Oui;2025-02-07;0,41;8;531;DÇfaut
CLI01494;Dominique Guillet;Homme;54;Korhogo;Transport;220045;1994610;6;17,42;Non;2024-01-18;0,73;2;669;En retard
CLI01495;Guillaume Neveu;Femme;31;BouakÇ;Education;575442;194131;12;17,05;Non;2023-04-17;0,18;7;677;DÇfaut
CLI01496;Benoåt Colin;Homme;50;BouakÇ;Immobilier;853703;1550923;12;15,67;Non;2024-12-27;0,31;6;730;DÇfaut
CLI01497;Guillaume Clerc-Pasquier;Homme;53;BouakÇ;Education;1138033;526892;24;7,7;Oui;2021-09-04;0,15;8;730;DÇfaut
CLI01498;Victor Leleu du Loiseau;Femme;57;BouakÇ;SantÇ;665686;3928936;12;14,1;Oui;2024-09-09;0,88;0;775;Actif
CLI01499;Geneviäve Pelletier;Homme;25;Korhogo;Education;871517;1190047;6;10,74;Non;2023-04-29;0,68;4;736;En retard
CLI01500;Denis-Franck Leblanc;Femme;54;Korhogo;Transport;1058573;4409191;18;20,73;Non;2023-08-20;0,74;4;705;En retard
CLI01501;Catherine Riou;Homme;53;Yamoussoukro;Commerce;1128002;1108976;6;9,14;Non;2025-09-21;0,76;0;832;Actif
CLI01502;Diane Jacquot;Femme;45;San Pedro;SantÇ;868412;2562538;18;5,48;Oui;2022-10-10;0,64;1;719;En retard
CLI01503;Maurice de Costa;Homme;49;Yamoussoukro;Transport;373276;2583125;24;9,89;Non;2022-04-04;0,12;9;498;DÇfaut
CLI01504;Lucas Denis-Munoz;Femme;50;BouakÇ;SantÇ;1055604;3166930;12;14,27;Oui;2024-07-28;0,56;1;753;En retard
CLI01505;Gabriel Pinto;Homme;39;Korhogo;Immobilier;864409;495597;18;14,3;Oui;2026-03-13;0,53;4;694;En retard
CLI01506;Joseph Salmon;Femme;53;Abidjan;Commerce;1080568;389943;24;6,36;Oui;2022-03-26;0,46;3;726;En retard
CLI01507;Lorraine Meunier;Homme;56;Abidjan;Transport;645410;552368;6;15,19;Non;2025-09-23;0,79;0;786;Actif
CLI01508;Emmanuelle Le Guillet;Femme;42;San Pedro;Transport;1045300;2960224;36;11,53;Oui;2024-04-15;0,5;5;713;En retard
CLI01509;RenÇ Gosselin;Femme;53;San Pedro;Immobilier;155824;4646871;36;15,12;Oui;2022-06-09;1,2;0;672;SoldÇ
CLI01510;Michel-ThÇodore Letellier;Femme;61;Yamoussoukro;Transport;640161;1257552;12;20,24;Non;2021-11-21;0,32;15;510;DÇfaut
CLI01511;Thomas Dias;Homme;23;San Pedro;Agriculture;172302;2590995;6;24,07;Oui;2025-05-04;0,31;15;345;DÇfaut
CLI01512;êlodie Breton;Femme;56;Daloa;Transport;615083;1816774;6;24,82;Non;2024-09-27;0,28;6;615;DÇfaut
CLI01513;Luce Allain-Jacquot;Homme;35;Korhogo;SantÇ;1062110;1439186;24;7,28;Non;2026-02-03;0,84;0;763;Actif
CLI01514;AmÇlie Maury;Femme;51;Daloa;SantÇ;621240;4890591;36;15,96;Non;2025-01-02;1,09;0;638;SoldÇ
CLI01515;David Lamy;Femme;54;BouakÇ;Commerce;406313;4997429;36;18,65;Oui;2026-01-28;0,99;0;687;Actif
CLI01516;AndrÇe Marin-Couturier;Femme;51;Abidjan;Education;650820;2802752;36;11,01;Non;2023-10-14;1,17;0;732;SoldÇ
CLI01517;GÇrard Leroux;Femme;37;San Pedro;Agriculture;303339;1291278;36;9,47;Oui;2022-07-22;0,96;0;777;Actif
CLI01518;Hortense GÇrard;Homme;65;Abidjan;Agriculture;1140831;3095005;24;19,85;Non;2022-09-01;0,56;3;748;En retard
CLI01519;NoÇmi du GrÇgoire;Homme;60;BouakÇ;Transport;1089094;606337;18;23,52;Non;2022-07-13;0,16;12;521;DÇfaut
CLI01520;Astrid ClÇment-Dumont;Femme;22;Korhogo;Agriculture;779999;3156973;6;11,16;Non;2025-11-18;0,64;4;740;En retard
CLI01521;Maurice Meyer;Femme;48;Korhogo;Transport;573064;2453064;12;17,21;Non;2024-09-16;0,28;8;621;DÇfaut
CLI01522;Gilbert Royer;Homme;27;Abidjan;Commerce;252165;740468;6;8;Oui;2023-10-10;0,57;1;721;En retard
CLI01523;Julien PrÇvost;Femme;32;Abidjan;Agriculture;148544;1169739;18;24,67;Oui;2021-09-09;0,5;3;634;En retard
CLI01524;ThÇräse Aubert;Femme;42;BouakÇ;Transport;289655;376671;36;6,65;Oui;2026-04-17;0,14;6;566;DÇfaut
CLI01525;Georges Joseph;Femme;27;BouakÇ;Commerce;640632;2494678;36;21,74;Non;2024-02-18;0,18;15;424;DÇfaut
CLI01526;Audrey Vaillant;Femme;59;Abidjan;Transport;625222;1370316;36;6,92;Non;2022-06-01;0,77;0;792;Actif
CLI01527;êmilie Ramos;Femme;63;San Pedro;Agriculture;421430;4014962;24;12,18;Non;2022-11-22;0,66;3;717;En retard
CLI01528;Jules Gomes;Femme;63;Abidjan;Commerce;764950;1816198;12;14,23;Oui;2022-05-09;0,87;0;820;Actif
CLI01529;CÇlina Martins-Pages;Homme;30;Korhogo;Agriculture;305809;3815815;12;7,99;Non;2023-04-25;0,18;11;452;DÇfaut
CLI01530;êtienne Barbier-Peltier;Femme;48;Daloa;Commerce;939581;1078598;36;19,59;Non;2021-08-18;0,43;9;558;DÇfaut
CLI01531;SÇbastien Chauvet;Femme;31;BouakÇ;Transport;899555;1656322;18;6,32;Non;2022-02-17;0,13;10;579;DÇfaut
CLI01532;Martine Hubert Le Coulon;Femme;63;Korhogo;SantÇ;913596;2764382;24;7,66;Non;2024-08-14;0,46;4;612;En retard
CLI01533;JosÇphine Gros-Mercier;Homme;21;BouakÇ;Commerce;424308;2152188;24;6,86;Non;2024-06-09;1,06;0;733;SoldÇ
CLI01534;Franck Fabre;Homme;36;Abidjan;Commerce;1155386;4205361;18;23,15;Non;2021-06-28;0,89;0;767;Actif
CLI01535;Franáoise Didier Le Voisin;Femme;42;BouakÇ;Agriculture;862287;2878469;6;7,09;Oui;2024-01-04;0,95;0;738;Actif
CLI01536;Colette Boyer;Femme;64;San Pedro;SantÇ;1139022;2343831;36;12,81;Oui;2025-05-09;0,68;5;626;En retard
CLI01537;ThÇophile de Vasseur;Homme;50;San Pedro;Transport;688579;4569716;24;5,89;Oui;2023-02-22;0,47;4;663;En retard
CLI01538;êric Devaux;Femme;59;Daloa;Education;564327;2693917;36;9,46;Oui;2023-06-06;0,39;6;588;DÇfaut
CLI01539;Yves Carpentier;Femme;46;San Pedro;Commerce;636512;85945;36;9,58;Oui;2024-04-24;0,34;13;455;DÇfaut
CLI01540;StÇphane de la Colas;Femme;24;Korhogo;SantÇ;239605;2345414;36;21,29;Oui;2022-12-31;0,7;4;505;En retard
CLI01541;Jules de Vaillant;Femme;59;Abidjan;Agriculture;187365;4216081;36;9,27;Non;2024-01-29;0,83;0;675;Actif
CLI01542;AimÇ Le Boulay;Femme;56;Yamoussoukro;SantÇ;769097;1536769;36;18,12;Oui;2024-05-15;0,12;12;592;DÇfaut
CLI01543;Olivie Lagarde;Homme;51;Daloa;Immobilier;123391;884330;12;23,62;Oui;2022-05-01;0,9;0;769;Actif
CLI01544;Isaac Michel;Femme;47;Korhogo;SantÇ;419448;3627316;12;19,58;Non;2022-02-08;0,5;3;627;En retard
CLI01545;Michäle Voisin-Toussaint;Homme;25;Abidjan;Transport;406251;1068719;6;24,07;Oui;2021-10-24;0,17;10;505;DÇfaut
CLI01546;Claude Dias;Femme;28;Abidjan;Immobilier;1129547;4534481;24;15,22;Non;2023-07-21;0,63;5;686;En retard
CLI01547;Alphonse Carlier;Homme;43;Abidjan;Agriculture;449934;3303778;12;15,91;Oui;2024-07-13;0,38;6;552;DÇfaut
CLI01548;StÇphanie Julien;Homme;42;Abidjan;Immobilier;416256;4429580;36;8,88;Non;2023-04-20;1,19;0;709;SoldÇ
CLI01549;LÇon Wagner-Schmitt;Femme;48;Daloa;Agriculture;297200;4348488;24;9,25;Oui;2026-02-27;0,31;13;456;DÇfaut
CLI01550;Alphonse Riou;Femme;56;San Pedro;Agriculture;1040187;3298703;18;17,85;Oui;2025-07-23;0,32;6;700;DÇfaut
CLI01551;Roger Gay;Homme;57;San Pedro;Commerce;825372;193624;18;17,97;Non;2023-06-28;0,56;1;756;En retard
CLI01552;Susanne Gallet;Homme;27;Abidjan;Education;1171597;4759467;6;16,86;Non;2024-02-06;0,62;5;661;En retard
CLI01553;Alain Charpentier;Homme;61;Abidjan;Immobilier;744937;2113912;18;15,74;Oui;2026-02-09;0,57;1;698;En retard
CLI01554;Emmanuelle Lacroix;Homme;65;Korhogo;Immobilier;621655;3234157;12;10,61;Oui;2023-03-09;1,03;0;696;SoldÇ
CLI01555;GÇrard Besson;Homme;52;BouakÇ;SantÇ;726730;2565073;24;5,45;Non;2021-07-06;1,18;0;737;SoldÇ
CLI01556;Alphonse de Lenoir;Homme;29;Yamoussoukro;Commerce;1180909;889889;18;7,27;Non;2025-11-08;1,17;0;823;SoldÇ
CLI01557;Lucas Lemaåtre;Homme;57;Daloa;Education;525247;4934084;6;9,63;Oui;2025-01-11;0,4;14;459;DÇfaut
CLI01558;Philippe Delaunay de la Teixeira;Femme;56;Daloa;Immobilier;703999;892515;24;20,05;Oui;2021-09-16;0,14;12;489;DÇfaut
CLI01559;Alexandria Valentin;Femme;24;San Pedro;Commerce;367082;626696;6;23,98;Oui;2023-09-23;0,75;0;790;Actif
CLI01560;Nathalie de Techer;Femme;44;Abidjan;Immobilier;931419;4596327;6;10,29;Oui;2024-08-31;0,75;0;736;Actif
CLI01561;Franáois-Roger Baudry;Homme;32;Daloa;SantÇ;297839;191310;24;9,37;Oui;2024-07-08;0,88;0;727;Actif
CLI01562;Nicolas Dumont;Homme;47;San Pedro;Education;91086;4437033;18;16,53;Oui;2023-05-24;0,9;0;634;Actif
CLI01563;JÇrìme Briand;Homme;24;Yamoussoukro;Agriculture;981194;1820059;36;18,34;Non;2025-12-24;0,31;14;402;DÇfaut
CLI01564;Catherine Gomez;Femme;58;Daloa;Transport;943068;4901397;18;10,39;Oui;2023-09-08;0,78;0;780;Actif
CLI01565;Gabrielle Delaunay;Femme;62;Korhogo;Agriculture;1123704;62185;6;13,11;Oui;2023-01-26;0,31;10;641;DÇfaut
CLI01566;RenÇ Mahe;Homme;63;Daloa;Transport;601729;1161059;6;9,62;Oui;2023-11-05;0,37;6;617;DÇfaut
CLI01567;êtienne de Bourgeois;Homme;34;San Pedro;Commerce;659965;994670;36;5,06;Oui;2026-04-08;0,33;7;618;DÇfaut
CLI01568;Auguste Lemaåtre;Femme;34;Yamoussoukro;Transport;1017583;1261178;12;19,49;Non;2026-05-04;0,96;0;809;Actif
CLI01569;Constance Bonnet;Femme;63;BouakÇ;Transport;1168140;2357409;24;18,26;Oui;2022-02-02;1,04;0;730;SoldÇ
CLI01570;Constance Texier;Femme;33;San Pedro;Transport;589122;4159690;24;23,98;Oui;2024-01-26;0,58;3;636;En retard
CLI01571;Sabine Morvan de Blot;Homme;24;Yamoussoukro;Immobilier;204974;3898253;36;10,78;Oui;2024-02-04;0,55;3;653;En retard
CLI01572;Laetitia Maillard;Homme;48;San Pedro;Agriculture;108872;4019774;36;6,31;Oui;2024-05-25;0,6;3;560;En retard
CLI01573;Georges Deschamps-LÇvàque;Femme;51;BouakÇ;SantÇ;899136;2311900;12;14,61;Oui;2024-03-12;0,58;2;738;En retard
CLI01574;Adrien Loiseau;Femme;45;Korhogo;Immobilier;539009;4678385;36;17,84;Non;2024-08-31;0,26;10;452;DÇfaut
CLI01575;Luc Faivre;Homme;38;Yamoussoukro;Immobilier;1163138;2652290;24;5,41;Oui;2026-03-26;0,72;1;788;En retard
CLI01576;AdÇlaãde Le Gallet;Homme;63;Daloa;Education;1191321;1584672;24;24,55;Non;2023-02-04;0,1;6;681;DÇfaut
CLI01577;Henri Laporte;Femme;57;Yamoussoukro;SantÇ;795750;62251;24;8,87;Non;2025-08-06;0,22;10;514;DÇfaut
CLI01578;Laurence Diallo de la Descamps;Femme;58;Korhogo;Agriculture;498312;3421831;36;16,3;Non;2024-08-18;0,49;4;682;En retard
CLI01579;HonorÇ Mallet;Homme;41;BouakÇ;Transport;176056;2869813;18;14,43;Non;2025-04-05;0,37;11;439;DÇfaut
CLI01580;Marine Le Lemoine;Homme;65;San Pedro;Transport;239946;915640;36;22,92;Oui;2025-08-01;0,35;6;562;DÇfaut
CLI01581;Suzanne Blanchard;Homme;27;Yamoussoukro;Commerce;1005433;1188512;12;19,76;Oui;2026-02-03;0,34;7;656;DÇfaut
CLI01582;Virginie du Dias;Femme;28;Abidjan;Immobilier;668064;4987754;24;22,86;Oui;2022-04-22;0,2;9;582;DÇfaut
CLI01583;êdith Pichon;Homme;23;San Pedro;Agriculture;1078270;2374328;36;8,34;Oui;2021-06-29;0,93;0;743;Actif
